['4810[0, 70, 138, 210, 278, 358, 426, 502, 582, 662, 746, 838]']
['5016[62, 124, 186, 250, 308, 378, 442, 510, 578, 650, 724, 804]']
['5160[110, 166, 222, 280, 334, 394, 452, 512, 574, 638, 704, 774]']
['5266[150, 200, 250, 304, 354, 406, 460, 514, 568, 626, 686, 748]']
['5342[182, 228, 272, 322, 368, 416, 462, 514, 564, 618, 670, 726]']
['5402[208, 252, 292, 336, 380, 426, 464, 514, 560, 608, 656, 706]']
['5448[229, 271, 309, 349, 389, 433, 467, 515, 555, 599, 643, 689]']
['5482[246, 286, 322, 360, 396, 438, 470, 514, 550, 592, 632, 676]']
['5506[258, 298, 332, 368, 402, 442, 472, 512, 546, 586, 624, 666]']
['5522[266, 306, 340, 374, 406, 444, 474, 510, 544, 582, 618, 658]']
['5532[271, 311, 345, 379, 409, 445, 475, 509, 543, 579, 613, 653]']
['5538[274, 314, 348, 382, 412, 446, 474, 510, 542, 576, 610, 650]']
['5542[276, 316, 350, 384, 414, 448, 474, 510, 540, 574, 608, 648]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
['5544[277, 317, 351, 385, 415, 449, 475, 509, 539, 573, 607, 647]']
